MSSV,HoVaTen,NgaySinh,Email,SDT,MaLop
SV00272,Phan Quang Truc,20/01/2003,phanquangtruc.sv00272@school.edu.vn,0430664649,L006
SV00273,Nguyen Thanh Dung,01/10/2004,nguyenthanhdung.sv00273@school.edu.vn,0616368711,L006
SV00274,Duong Thanh Ha,19/05/2005,duongthanhha.sv00274@school.edu.vn,0369678729,L006
SV00275,Ngo Quang Dung,17/10/2002,ngoquangdung.sv00275@school.edu.vn,0659867261,L006
SV00276,Ho Kim Long,01/08/2003,hokimlong.sv00276@school.edu.vn,0536951396,L006
SV00277,Phan Thanh Cuong,28/03/2005,phanthanhcuong.sv00277@school.edu.vn,0438757078,L006
SV00278,Dinh Thanh Truc,02/04/2002,dinhthanhtruc.sv00278@school.edu.vn,0472915723,L006
SV00279,Dang Minh Em,08/12/2002,dangminhem.sv00279@school.edu.vn,0838105819,L006
SV00280,Vo Minh Binh,20/07/2005,vominhbinh.sv00280@school.edu.vn,0984032261,L006
SV00281,Hoang Van Mai,20/03/2004,hoangvanmai.sv00281@school.edu.vn,0836209726,L006
SV00282,Dinh Huu Dung,05/07/2002,dinhhuudung.sv00282@school.edu.vn,0655694551,L006
SV00283,Mai Van Cuong,08/12/2005,maivancuong.sv00283@school.edu.vn,0630348781,L006
SV00284,Truong Thanh Vinh,25/03/2002,truongthanhvinh.sv00284@school.edu.vn,0586410312,L006
SV00285,Dang Quang Dung,15/07/2003,dangquangdung.sv00285@school.edu.vn,0675155511,L006
SV00286,Nguyen Minh Mai,19/08/2003,nguyenminhmai.sv00286@school.edu.vn,0990838296,L006
SV00287,Ngo Thi Trang,08/08/2004,ngothitrang.sv00287@school.edu.vn,0713532988,L006
SV00288,Nguyen Kim Long,19/08/2005,nguyenkimlong.sv00288@school.edu.vn,0865741824,L006
SV00289,Dang Minh Vinh,14/06/2003,dangminhvinh.sv00289@school.edu.vn,0953684873,L006
SV00290,Truong Thanh Hung,08/07/2003,truongthanhhung.sv00290@school.edu.vn,0732730436,L006
SV00291,Vo Quang Linh,06/12/2004,voquanglinh.sv00291@school.edu.vn,0981848323,L006
SV00292,Mai Ngoc An,05/09/2003,maingocan.sv00292@school.edu.vn,0354184633,L006
SV00293,Ly Thanh An,09/11/2002,lythanhan.sv00293@school.edu.vn,0734710231,L006
SV00294,Vo Duc Uyen,25/05/2005,voducuyen.sv00294@school.edu.vn,0920682607,L006
SV00295,Ho Ngoc Oanh,14/07/2003,hongocoanh.sv00295@school.edu.vn,0898664115,L006
SV00296,Vu Kim Em,01/02/2003,vukimem.sv00296@school.edu.vn,0938159730,L006
SV00297,Ly Duc Long,28/11/2002,lyduclong.sv00297@school.edu.vn,0720888333,L006
SV00298,Bui Gia Ha,24/01/2003,buigiaha.sv00298@school.edu.vn,0978500105,L006
SV00299,Phan Ngoc Hung,09/04/2004,phanngochung.sv00299@school.edu.vn,0953104994,L006
SV00300,Bui Thi Hoa,27/11/2005,buithihoa.sv00300@school.edu.vn,0697421530,L007
SV00301,Le Gia Em,14/12/2003,legiaem.sv00301@school.edu.vn,0722391238,L007
SV00302,Hoang Thi Hung,05/05/2003,hoangthihung.sv00302@school.edu.vn,0774770376,L007
SV00303,Vo Huu Cuong,08/05/2004,vohuucuong.sv00303@school.edu.vn,0360536888,L007
SV00304,Do Ngoc Yen,06/03/2002,dongocyen.sv00304@school.edu.vn,0376887854,L007
SV00305,Le Ngoc Khanh,06/02/2005,lengockhanh.sv00305@school.edu.vn,0341321829,L007
SV00306,Mai Minh Binh,18/06/2002,maiminhbinh.sv00306@school.edu.vn,0315979957,L007
SV00307,Vu Huu Son,17/08/2002,vuhuuson.sv00307@school.edu.vn,0352330033,L007
SV00308,Le Huu Son,10/07/2002,lehuuson.sv00308@school.edu.vn,0743714211,L007
SV00309,Pham Duc Nhu,22/08/2003,phamducnhu.sv00309@school.edu.vn,0829198868,L007
SV00310,Dang Kim Em,04/12/2002,dangkimem.sv00310@school.edu.vn,0831264914,L007
SV00311,Vu Minh Dung,25/12/2002,vuminhdung.sv00311@school.edu.vn,0791485282,L007
SV00312,Nguyen Quang Cuong,25/03/2002,nguyenquangcuong.sv00312@school.edu.vn,0697710717,L007
SV00313,Pham Gia Quyen,11/08/2002,phamgiaquyen.sv00313@school.edu.vn,0813081484,L007
SV00314,Pham Ngoc Son,10/09/2005,phamngocson.sv00314@school.edu.vn,0470724804,L007
SV00315,Mai Duc Truc,07/12/2002,maiductruc.sv00315@school.edu.vn,0712394977,L007
SV00316,Ngo Minh Truc,20/08/2004,ngominhtruc.sv00316@school.edu.vn,0421544958,L007
SV00317,Vu Ngoc Bao,19/06/2005,vungocbao.sv00317@school.edu.vn,0415287239,L007
SV00318,Truong Thi Hung,16/09/2005,truongthihung.sv00318@school.edu.vn,0416257166,L007
SV00319,Phan Van Linh,23/03/2003,phanvanlinh.sv00319@school.edu.vn,0846260395,L007
SV00320,Dang Van Khanh,03/12/2002,dangvankhanh.sv00320@school.edu.vn,0359747028,L007
SV00321,Duong Ngoc Cuong,24/04/2003,duongngoccuong.sv00321@school.edu.vn,0516884650,L007
SV00322,Nguyen Thi Hoa,14/08/2004,nguyenthihoa.sv00322@school.edu.vn,0813356981,L007
SV00323,Vu Thanh Mai,02/07/2003,vuthanhmai.sv00323@school.edu.vn,0717529856,L007
SV00324,Duong Huu Vinh,24/08/2004,duonghuuvinh.sv00324@school.edu.vn,0893356278,L007
SV00325,Bui Kim Hung,20/01/2005,buikimhung.sv00325@school.edu.vn,0314836622,L007
SV00326,Dang Duc Ha,02/12/2004,dangducha.sv00326@school.edu.vn,0382776358,L007
SV00327,Ngo Thi Em,22/10/2005,ngothiem.sv00327@school.edu.vn,0815256452,L007
SV00328,Mai Thi Thy,14/07/2004,maithithy.sv00328@school.edu.vn,0348089626,L007
SV00329,Nguyen Duc Yen,08/11/2002,nguyenducyen.sv00329@school.edu.vn,0441920458,L007
SV00330,Phan Kim Thy,09/03/2005,phankimthy.sv00330@school.edu.vn,0984828328,L007
SV00331,Tran Kim Nhu,06/11/2003,trankimnhu.sv00331@school.edu.vn,0912910062,L007
SV00332,Ho Van Binh,14/04/2004,hovanbinh.sv00332@school.edu.vn,0874742578,L007
SV00333,Tran Kim Hung,19/02/2004,trankimhung.sv00333@school.edu.vn,0554572384,L007
SV00334,Nguyen Van Phuc,08/07/2005,nguyenvanphuc.sv00334@school.edu.vn,0334341456,L007
SV00335,Pham Ngoc Mai,09/06/2005,phamngocmai.sv00335@school.edu.vn,0549725021,L007
SV00336,Dang Huu Khanh,27/05/2005,danghuukhanh.sv00336@school.edu.vn,0465325574,L007
SV00337,Dang Gia Phuong,19/05/2003,danggiaphuong.sv00337@school.edu.vn,0832806948,L007
SV00338,Vu Thi Uyen,12/03/2003,vuthiuyen.sv00338@school.edu.vn,0498392467,L007
SV00339,Do Thi Ha,16/10/2004,dothiha.sv00339@school.edu.vn,0451600730,L007
SV00340,Tran Kim Bao,08/03/2003,trankimbao.sv00340@school.edu.vn,0837472064,L007
SV00341,Vo Huu Hung,25/10/2004,vohuuhung.sv00341@school.edu.vn,0984935272,L007
SV00342,Le Quang Tuan,09/09/2005,lequangtuan.sv00342@school.edu.vn,0738929883,L007
SV00343,Pham Minh Truc,14/06/2005,phamminhtruc.sv00343@school.edu.vn,0530327799,L007
SV00344,Pham Duc Thy,01/09/2004,phamducthy.sv00344@school.edu.vn,0646398780,L007
SV00345,Truong Thanh An,12/06/2004,truongthanhan.sv00345@school.edu.vn,0795250706,L007
SV00346,Pham Quang Nhu,14/04/2002,phamquangnhu.sv00346@school.edu.vn,0922892843,L007
SV00347,Vu Thi Son,10/03/2003,vuthison.sv00347@school.edu.vn,0981580423,L007
SV00348,Ngo Minh An,08/08/2003,ngominhan.sv00348@school.edu.vn,0542307718,L007
SV00349,Pham Gia Lan,10/02/2004,phamgialan.sv00349@school.edu.vn,0615892223,L007
SV00350,Vu Minh Son,16/12/2002,vuminhson.sv00350@school.edu.vn,0954632030,L008
SV00351,Truong Van Giang,28/03/2004,truongvangiang.sv00351@school.edu.vn,0465176490,L008
SV00352,Duong Huu Trang,27/09/2002,duonghuutrang.sv00352@school.edu.vn,0374986145,L008
SV00353,Bui Ngoc Dung,10/06/2003,buingocdung.sv00353@school.edu.vn,0841772168,L008
SV00354,Ngo Quang An,04/12/2003,ngoquangan.sv00354@school.edu.vn,0882912608,L008
SV00355,Hoang Duc Tuan,06/11/2005,hoangductuan.sv00355@school.edu.vn,0428242633,L008
SV00356,Le Ngoc Truc,21/07/2003,lengoctruc.sv00356@school.edu.vn,0748785809,L008
SV00357,Do Van Phuc,01/07/2002,dovanphuc.sv00357@school.edu.vn,0946436442,L008
SV00358,Phan Van Bao,13/11/2004,phanvanbao.sv00358@school.edu.vn,0645584067,L008
SV00359,Vo Quang Cuong,20/06/2005,voquangcuong.sv00359@school.edu.vn,0723826062,L008
SV00360,Do Thanh Long,26/12/2004,dothanhlong.sv00360@school.edu.vn,0949233732,L008
SV00361,Ngo Huu Linh,23/02/2005,ngohuulinh.sv00361@school.edu.vn,0674733214,L008
SV00362,Tran Minh Tuan,28/02/2003,tranminhtuan.sv00362@school.edu.vn,0814278446,L008
SV00363,Luu Huu Yen,22/03/2004,luuhuuyen.sv00363@school.edu.vn,0825829116,L008
SV00364,Ho Thi Xuan,23/11/2003,hothixuan.sv00364@school.edu.vn,0723918960,L008
SV00365,Duong Minh Son,13/02/2004,duongminhson.sv00365@school.edu.vn,0917474800,L008
SV00366,Nguyen Ngoc Cuong,15/04/2002,nguyenngoccuong.sv00366@school.edu.vn,0453659766,L008
SV00367,Bui Minh Dung,07/01/2004,buiminhdung.sv00367@school.edu.vn,0476177576,L008
SV00368,Mai Gia Son,14/05/2003,maigiason.sv00368@school.edu.vn,0374722868,L008
SV00369,Ngo Van Nhu,15/01/2005,ngovannhu.sv00369@school.edu.vn,0443623716,L008
SV00370,Nguyen Huu Yen,08/12/2005,nguyenhuuyen.sv00370@school.edu.vn,0587298398,L008
SV00371,Dang Van Giang,17/10/2002,dangvangiang.sv00371@school.edu.vn,0928293242,L008
SV00372,Ngo Duc Khanh,21/01/2003,ngoduckhanh.sv00372@school.edu.vn,0831625629,L008
SV00373,Duong Van Dung,05/10/2004,duongvandung.sv00373@school.edu.vn,0592012093,L008
SV00374,Vu Ngoc Binh,13/10/2003,vungocbinh.sv00374@school.edu.vn,0889112511,L008
SV00375,Mai Duc Em,24/02/2002,maiducem.sv00375@school.edu.vn,0818286325,L008
SV00376,Duong Gia Hoa,22/11/2002,duonggiahoa.sv00376@school.edu.vn,0516315515,L008
SV00377,Phan Thanh Nam,01/09/2003,phanthanhnam.sv00377@school.edu.vn,0655267375,L008
SV00378,Vo Thi Yen,19/08/2005,vothiyen.sv00378@school.edu.vn,0316265577,L008
SV00379,Ly Quang Em,11/04/2004,lyquangem.sv00379@school.edu.vn,0547087300,L008
SV00380,Ly Thi Xuan,06/08/2005,lythixuan.sv00380@school.edu.vn,0370685873,L008
SV00381,Le Duc Dung,10/05/2005,leducdung.sv00381@school.edu.vn,0438247265,L008
SV00382,Mai Thanh Linh,02/05/2004,maithanhlinh.sv00382@school.edu.vn,0869890553,L008
SV00383,Mai Thanh Giang,02/11/2004,maithanhgiang.sv00383@school.edu.vn,0993420708,L008
SV00384,Phan Quang Lan,26/09/2004,phanquanglan.sv00384@school.edu.vn,0844358524,L008
SV00385,Nguyen Duc Phuc,24/09/2004,nguyenducphuc.sv00385@school.edu.vn,0493303855,L008
SV00386,Dang Quang Phuong,02/12/2004,dangquangphuong.sv00386@school.edu.vn,0568475823,L008
SV00387,Ho Thanh Bao,25/03/2005,hothanhbao.sv00387@school.edu.vn,0499880672,L008
SV00388,Ngo Duc An,11/07/2005,ngoducan.sv00388@school.edu.vn,0457482707,L008
SV00389,Nguyen Minh Phuc,06/12/2005,nguyenminhphuc.sv00389@school.edu.vn,0634752325,L008
SV00390,Mai Huu Mai,14/10/2002,maihuumai.sv00390@school.edu.vn,0719107594,L008
SV00391,Ly Thanh Quyen,26/07/2003,lythanhquyen.sv00391@school.edu.vn,0319575102,L008
SV00392,Dang Quang Giang,02/03/2005,dangquanggiang.sv00392@school.edu.vn,0478343392,L008
SV00393,Nguyen Kim Hung,10/09/2005,nguyenkimhung.sv00393@school.edu.vn,0546308992,L008
SV00394,Dang Kim Phuong,04/09/2003,dangkimphuong.sv00394@school.edu.vn,0878450197,L008
SV00395,Dang Quang Binh,26/12/2003,dangquangbinh.sv00395@school.edu.vn,0564566042,L008
SV00396,Mai Duc Bao,18/11/2003,maiducbao.sv00396@school.edu.vn,0683881935,L008
SV00397,Bui Kim Trang,14/09/2002,buikimtrang.sv00397@school.edu.vn,0367976954,L008
SV00398,Nguyen Huu Bao,22/06/2005,nguyenhuubao.sv00398@school.edu.vn,0311555295,L008
SV00399,Do Duc Nhu,06/10/2002,doducnhu.sv00399@school.edu.vn,0434103901,L008
SV00400,Vo Minh Uyen,14/05/2004,vominhuyen.sv00400@school.edu.vn,0614703850,L009
SV00401,Nguyen Thi Phuc,06/08/2003,nguyenthiphuc.sv00401@school.edu.vn,0885882856,L009
SV00402,Pham Ngoc Uyen,25/09/2004,phamngocuyen.sv00402@school.edu.vn,0442775701,L009
SV00403,Tran Kim Xuan,22/09/2003,trankimxuan.sv00403@school.edu.vn,0746086805,L009
SV00404,Nguyen Kim Binh,04/02/2004,nguyenkimbinh.sv00404@school.edu.vn,0784281861,L009
SV00405,Phan Quang Mai,16/09/2003,phanquangmai.sv00405@school.edu.vn,0741733539,L009
SV00406,Vo Kim Phuc,11/12/2002,vokimphuc.sv00406@school.edu.vn,0572140072,L009
SV00407,Bui Quang Vinh,06/08/2004,buiquangvinh.sv00407@school.edu.vn,0758201975,L009
SV00408,Vo Van Hung,07/08/2004,vovanhung.sv00408@school.edu.vn,0978549761,L009
SV00409,Vo Quang Hung,22/06/2002,voquanghung.sv00409@school.edu.vn,0745110111,L009
SV00410,Hoang Van Nam,15/03/2002,hoangvannam.sv00410@school.edu.vn,0512866541,L009
SV00411,Ho Quang Yen,08/09/2004,hoquangyen.sv00411@school.edu.vn,0413620567,L009
SV00412,Vo Gia Giang,02/06/2005,vogiagiang.sv00412@school.edu.vn,0827658994,L009
SV00413,Truong Van Truc,05/09/2002,truongvantruc.sv00413@school.edu.vn,0531709597,L009
SV00414,Ly Thanh Long,28/07/2004,lythanhlong.sv00414@school.edu.vn,0310647488,L009
SV00415,Hoang Quang Hung,18/01/2005,hoangquanghung.sv00415@school.edu.vn,0629864614,L009
SV00416,Nguyen Quang Dung,15/09/2003,nguyenquangdung.sv00416@school.edu.vn,0555951610,L009
SV00417,Vo Thanh Hoa,15/06/2005,vothanhhoa.sv00417@school.edu.vn,0571730778,L009
SV00418,Dinh Minh Yen,03/06/2003,dinhminhyen.sv00418@school.edu.vn,0840492316,L009
SV00419,Nguyen Duc Phuong,14/03/2004,nguyenducphuong.sv00419@school.edu.vn,0413151121,L009
SV00420,Nguyen Thi Thy,25/05/2005,nguyenthithy.sv00420@school.edu.vn,0915716774,L009
SV00421,Truong Kim Giang,10/05/2002,truongkimgiang.sv00421@school.edu.vn,0883250878,L009
SV00422,Dinh Thanh An,15/09/2005,dinhthanhan.sv00422@school.edu.vn,0322000454,L009
SV00423,Ho Huu Cuong,08/11/2002,hohuucuong.sv00423@school.edu.vn,0322023550,L009
SV00424,Ly Thi Long,15/06/2002,lythilong.sv00424@school.edu.vn,0548519933,L009
SV00425,Hoang Ngoc Phuc,23/03/2003,hoangngocphuc.sv00425@school.edu.vn,0690277146,L009
SV00426,Le Duc Dung,23/04/2004,leducdung.sv00426@school.edu.vn,0851092831,L009
SV00427,Nguyen Duc Ha,26/08/2003,nguyenducha.sv00427@school.edu.vn,0653867036,L009
SV00428,Pham Kim Ha,12/08/2003,phamkimha.sv00428@school.edu.vn,0922097264,L009
SV00429,Dinh Ngoc Thy,23/10/2003,dinhngocthy.sv00429@school.edu.vn,0539878569,L009
SV00430,Luu Kim Phuc,01/12/2005,luukimphuc.sv00430@school.edu.vn,0352840719,L009
SV00431,Hoang Van Mai,16/03/2005,hoangvanmai.sv00431@school.edu.vn,0869996139,L009
SV00432,Nguyen Kim Khanh,17/11/2003,nguyenkimkhanh.sv00432@school.edu.vn,0563889015,L009
SV00433,Bui Thanh An,25/01/2003,buithanhan.sv00433@school.edu.vn,0589077530,L009
SV00434,Ly Huu Trang,11/02/2005,lyhuutrang.sv00434@school.edu.vn,0712376237,L009
SV00435,Luu Gia Xuan,15/07/2005,luugiaxuan.sv00435@school.edu.vn,0557935766,L009
SV00436,Hoang Minh Ha,07/04/2005,hoangminhha.sv00436@school.edu.vn,0356865583,L009
SV00437,Hoang Gia Dung,01/07/2002,hoanggiadung.sv00437@school.edu.vn,0932129171,L009
SV00438,Tran Thi Nam,24/10/2003,tranthinam.sv00438@school.edu.vn,0326053257,L009
SV00439,Ngo Duc Nhu,06/02/2003,ngoducnhu.sv00439@school.edu.vn,0365580654,L009
SV00440,Nguyen Minh Dung,23/07/2003,nguyenminhdung.sv00440@school.edu.vn,0664457631,L009
SV00441,Phan Van Tuan,01/06/2003,phanvantuan.sv00441@school.edu.vn,0461138119,L009
SV00442,Dinh Quang Quyen,21/08/2005,dinhquangquyen.sv00442@school.edu.vn,0880804664,L009
SV00443,Vu Ngoc Bao,10/02/2004,vungocbao.sv00443@school.edu.vn,0935518761,L009
SV00444,Nguyen Minh Trang,06/08/2002,nguyenminhtrang.sv00444@school.edu.vn,0667394218,L009
SV00445,Pham Thi Mai,02/05/2005,phamthimai.sv00445@school.edu.vn,0558350461,L009
SV00446,Duong Thanh Phuc,04/06/2005,duongthanhphuc.sv00446@school.edu.vn,0749330631,L009
SV00447,Dinh Huu Bao,13/06/2003,dinhhuubao.sv00447@school.edu.vn,0482308678,L009
SV00448,Phan Thi Mai,06/01/2005,phanthimai.sv00448@school.edu.vn,0863769183,L009
SV00449,Vo Kim Oanh,25/02/2002,vokimoanh.sv00449@school.edu.vn,0387474228,L009
SV00450,Le Minh Em,13/06/2003,leminhem.sv00450@school.edu.vn,0679133947,L010
SV00451,Dinh Huu Linh,18/08/2002,dinhhuulinh.sv00451@school.edu.vn,0471899893,L010
SV00452,Dinh Ngoc Tuan,11/01/2005,dinhngoctuan.sv00452@school.edu.vn,0540429779,L010
SV00453,Duong Quang Em,26/03/2005,duongquangem.sv00453@school.edu.vn,0647301020,L010
SV00454,Le Van Nhu,25/06/2003,levannhu.sv00454@school.edu.vn,0556423070,L010
SV00455,Bui Huu Truc,25/11/2002,buihuutruc.sv00455@school.edu.vn,0531649392,L010
SV00456,Phan Van Oanh,19/03/2004,phanvanoanh.sv00456@school.edu.vn,0354603660,L010
SV00457,Bui Thi Giang,22/12/2002,buithigiang.sv00457@school.edu.vn,0364142464,L010
SV00458,Ly Thanh Phuc,27/09/2002,lythanhphuc.sv00458@school.edu.vn,0623233460,L010
SV00459,Pham Thi Xuan,08/06/2004,phamthixuan.sv00459@school.edu.vn,0372168058,L010
SV00460,Dang Ngoc Phuong,28/04/2005,dangngocphuong.sv00460@school.edu.vn,0887416652,L010
SV00461,Duong Ngoc Long,28/09/2005,duongngoclong.sv00461@school.edu.vn,0842059598,L010
SV00462,Vo Duc An,15/05/2002,voducan.sv00462@school.edu.vn,0519370138,L010
SV00463,Bui Gia Dung,19/11/2002,buigiadung.sv00463@school.edu.vn,0815961686,L010
SV00464,Le Ngoc Nhu,26/11/2003,lengocnhu.sv00464@school.edu.vn,0846989753,L010
SV00465,Bui Duc Khanh,25/11/2003,buiduckhanh.sv00465@school.edu.vn,0873855463,L010
SV00466,Truong Thi An,22/02/2002,truongthian.sv00466@school.edu.vn,0334385933,L010
SV00467,Vu Thi Linh,06/07/2004,vuthilinh.sv00467@school.edu.vn,0721741215,L010
SV00468,Tran Van Yen,03/05/2004,tranvanyen.sv00468@school.edu.vn,0865552067,L010
SV00469,Bui Duc Uyen,16/05/2004,buiducuyen.sv00469@school.edu.vn,0686901879,L010
SV00470,Phan Kim Hoa,26/11/2005,phankimhoa.sv00470@school.edu.vn,0372707361,L010
SV00471,Mai Thanh Tuan,12/09/2002,maithanhtuan.sv00471@school.edu.vn,0439169708,L010
SV00472,Luu Thi Hoa,10/01/2005,luuthihoa.sv00472@school.edu.vn,0855501518,L010
SV00473,Vu Quang Phuc,15/04/2003,vuquangphuc.sv00473@school.edu.vn,0543021842,L010
SV00474,Duong Duc Trang,02/04/2004,duongductrang.sv00474@school.edu.vn,0620063403,L010
SV00475,Ho Kim Xuan,14/12/2004,hokimxuan.sv00475@school.edu.vn,0449109606,L010
SV00476,Do Ngoc Tuan,15/09/2005,dongoctuan.sv00476@school.edu.vn,0554138107,L010
SV00477,Pham Thanh Yen,15/12/2002,phamthanhyen.sv00477@school.edu.vn,0922738169,L010
SV00478,Phan Duc Phuc,13/10/2002,phanducphuc.sv00478@school.edu.vn,0981138147,L010
SV00479,Phan Ngoc Oanh,08/10/2005,phanngocoanh.sv00479@school.edu.vn,0883488093,L010
SV00480,Pham Minh Truc,24/12/2004,phamminhtruc.sv00480@school.edu.vn,0949099818,L010
SV00481,Bui Thi Phuc,12/09/2004,buithiphuc.sv00481@school.edu.vn,0852554806,L010
SV00482,Le Thi Long,08/09/2003,lethilong.sv00482@school.edu.vn,0727999537,L010
SV00483,Vu Ngoc Giang,06/01/2005,vungocgiang.sv00483@school.edu.vn,0981410509,L010
SV00484,Phan Huu Long,20/07/2004,phanhuulong.sv00484@school.edu.vn,0519593108,L010
SV00485,Ngo Kim Hung,06/10/2002,ngokimhung.sv00485@school.edu.vn,0726510380,L010
SV00486,Truong Quang Long,06/05/2002,truongquanglong.sv00486@school.edu.vn,0632175257,L010
SV00487,Ngo Kim Mai,05/10/2002,ngokimmai.sv00487@school.edu.vn,0855726414,L010
SV00488,Phan Duc Phuc,21/11/2004,phanducphuc.sv00488@school.edu.vn,0570334048,L010
SV00489,Mai Ngoc Hung,17/08/2005,maingochung.sv00489@school.edu.vn,0686581086,L010
SV00490,Hoang Huu Giang,07/10/2004,hoanghuugiang.sv00490@school.edu.vn,0798922427,L010
SV00491,Ho Kim Hoa,13/03/2002,hokimhoa.sv00491@school.edu.vn,0755473855,L010
SV00492,Luu Gia Vinh,07/11/2002,luugiavinh.sv00492@school.edu.vn,0764576489,L010
SV00493,Mai Kim Nam,13/03/2005,maikimnam.sv00493@school.edu.vn,0416381472,L010
SV00494,Le Quang Mai,27/07/2002,lequangmai.sv00494@school.edu.vn,0943598928,L010
SV00495,Phan Ngoc Truc,06/08/2003,phanngoctruc.sv00495@school.edu.vn,0842379606,L010
SV00496,Vo Kim Nam,07/08/2002,vokimnam.sv00496@school.edu.vn,0922383867,L010
SV00497,Dinh Minh Lan,18/04/2002,dinhminhlan.sv00497@school.edu.vn,0723855271,L010
SV00498,Luu Ngoc Vinh,04/01/2005,luungocvinh.sv00498@school.edu.vn,0631776589,L010
SV00499,Tran Huu Mai,08/07/2005,tranhuumai.sv00499@school.edu.vn,0595502288,L010
SV00500,Vo Thanh Truc,11/07/2004,vothanhtruc.sv00500@school.edu.vn,0320164457,L011
SV00501,Truong Minh Nhu,26/10/2002,truongminhnhu.sv00501@school.edu.vn,0355497022,L011
SV00502,Do Minh Ha,12/01/2004,dominhha.sv00502@school.edu.vn,0592894133,L011
SV00503,Dinh Thanh Yen,10/03/2005,dinhthanhyen.sv00503@school.edu.vn,0424536202,L011
SV00504,Pham Van Truc,03/04/2002,phamvantruc.sv00504@school.edu.vn,0483738392,L011
SV00505,Tran Gia Linh,28/03/2004,trangialinh.sv00505@school.edu.vn,0372589314,L011
SV00506,Tran Ngoc An,03/12/2004,tranngocan.sv00506@school.edu.vn,0557006406,L011
SV00507,Ho Duc Binh,10/03/2005,hoducbinh.sv00507@school.edu.vn,0685641640,L011
SV00508,Phan Gia Khanh,28/06/2005,phangiakhanh.sv00508@school.edu.vn,0979667375,L011
SV00509,Nguyen Kim Hung,15/08/2003,nguyenkimhung.sv00509@school.edu.vn,0826650383,L011
SV00510,Dinh Minh Em,23/04/2005,dinhminhem.sv00510@school.edu.vn,0552193499,L011
SV00511,Vo Huu Linh,14/10/2004,vohuulinh.sv00511@school.edu.vn,0650939426,L011
SV00512,Phan Thi Xuan,02/11/2005,phanthixuan.sv00512@school.edu.vn,0411102529,L011
SV00513,Nguyen Minh Hoa,19/01/2002,nguyenminhhoa.sv00513@school.edu.vn,0897605505,L011
SV00514,Pham Ngoc Long,28/11/2003,phamngoclong.sv00514@school.edu.vn,0834754993,L011
SV00515,Mai Quang Hung,20/11/2002,maiquanghung.sv00515@school.edu.vn,0782066049,L011
SV00516,Duong Van Tuan,13/07/2005,duongvantuan.sv00516@school.edu.vn,0369345417,L011
SV00517,Vo Van Truc,21/10/2003,vovantruc.sv00517@school.edu.vn,0451962960,L011
SV00518,Truong Huu Giang,06/10/2003,truonghuugiang.sv00518@school.edu.vn,0421704295,L011
SV00519,Vu Thi Phuc,09/10/2003,vuthiphuc.sv00519@school.edu.vn,0462124233,L011
SV00520,Bui Duc Hung,12/02/2005,buiduchung.sv00520@school.edu.vn,0578661969,L011
SV00521,Tran Quang Nam,14/01/2004,tranquangnam.sv00521@school.edu.vn,0335558364,L011
SV00522,Nguyen Gia Lan,02/08/2003,nguyengialan.sv00522@school.edu.vn,0493612551,L011
SV00523,Nguyen Huu Tuan,11/02/2005,nguyenhuutuan.sv00523@school.edu.vn,0676921668,L011
SV00524,Nguyen Thi Truc,07/02/2005,nguyenthitruc.sv00524@school.edu.vn,0724031124,L011
SV00525,Tran Gia Son,02/01/2004,trangiason.sv00525@school.edu.vn,0558051706,L011
SV00526,Vo Ngoc Long,06/06/2004,vongoclong.sv00526@school.edu.vn,0930588071,L011
SV00527,Hoang Gia Quyen,15/09/2003,hoanggiaquyen.sv00527@school.edu.vn,0830379401,L011
SV00528,Mai Thi Cuong,05/10/2002,maithicuong.sv00528@school.edu.vn,0459714265,L011
SV00529,Nguyen Kim Em,14/11/2004,nguyenkimem.sv00529@school.edu.vn,0949240523,L011
SV00530,Phan Thanh Binh,12/05/2003,phanthanhbinh.sv00530@school.edu.vn,0638091685,L011
SV00531,Truong Kim Em,09/02/2004,truongkimem.sv00531@school.edu.vn,0339289844,L011
SV00532,Ly Minh Cuong,08/02/2003,lyminhcuong.sv00532@school.edu.vn,0461078118,L011
SV00533,Ngo Huu Bao,10/01/2003,ngohuubao.sv00533@school.edu.vn,0472852490,L011
SV00534,Vo Duc An,06/04/2003,voducan.sv00534@school.edu.vn,0597868417,L011
SV00535,Luu Minh Bao,02/05/2005,luuminhbao.sv00535@school.edu.vn,0948226367,L011
SV00536,Ho Thanh Xuan,03/07/2002,hothanhxuan.sv00536@school.edu.vn,0328132285,L011
SV00537,Hoang Kim Binh,25/11/2002,hoangkimbinh.sv00537@school.edu.vn,0750917607,L011
SV00538,Ly Thi Dung,17/05/2003,lythidung.sv00538@school.edu.vn,0580891963,L011
SV00539,Ho Thi Xuan,09/10/2002,hothixuan.sv00539@school.edu.vn,0626145200,L011
SV00540,Vo Thi Hoa,07/04/2003,vothihoa.sv00540@school.edu.vn,0812749085,L011
SV00541,Vo Huu Long,24/09/2004,vohuulong.sv00541@school.edu.vn,0927310383,L011
